First,Last,Address,Email,Phone,Created,Balance,Last Visit,messages_period,total_balance,last_marketed,opted,id
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.634018+00:00,1,0.00,2021-10-22 04:40:35.842476+00:00,False,206
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.668592+00:00,1,0.00,2021-10-22 04:40:35.959342+00:00,False,207
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.680780+00:00,1,0.00,2021-10-22 04:40:36.048210+00:00,False,208
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.702107+00:00,1,0.00,2021-10-22 04:40:36.145715+00:00,False,209
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.713087+00:00,1,0.00,2021-10-22 04:40:36.240208+00:00,False,210
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.723965+00:00,1,0.00,2021-10-22 04:40:36.357215+00:00,False,211
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.739697+00:00,1,0.00,2021-10-22 04:40:36.447416+00:00,False,212
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.756504+00:00,1,0.00,2021-10-22 04:40:36.543787+00:00,False,213
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.778510+00:00,1,0.00,2021-10-22 04:40:36.633158+00:00,False,214
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.797718+00:00,1,0.00,2021-10-22 04:40:36.731099+00:00,False,215
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.819641+00:00,1,0.00,2021-10-22 04:40:36.826722+00:00,False,216
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.833961+00:00,1,0.00,2021-10-22 04:40:36.920167+00:00,False,217
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.845492+00:00,1,0.00,2021-10-22 04:40:37.020756+00:00,False,218
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.856702+00:00,1,0.00,2021-10-22 04:40:37.121855+00:00,False,219
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.869171+00:00,1,0.00,2021-10-22 04:40:37.221461+00:00,False,220
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.880256+00:00,1,0.00,2021-10-22 04:40:37.322063+00:00,False,221
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.893028+00:00,1,0.00,2021-10-22 04:40:37.426697+00:00,False,222
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.906260+00:00,1,0.00,2021-10-22 04:40:37.520951+00:00,False,223
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.922146+00:00,1,0.00,2021-10-22 04:40:37.627871+00:00,False,224
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.933559+00:00,1,0.00,2021-10-22 04:40:37.725839+00:00,False,225
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.944731+00:00,1,0.00,2021-10-22 04:40:37.831716+00:00,False,226
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.956996+00:00,1,0.00,2021-10-22 04:40:37.930036+00:00,False,227
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:13.968319+00:00,1,0.00,2021-10-22 04:40:38.029452+00:00,False,228
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.511300+00:00,1,0.00,2021-10-22 04:40:38.125538+00:00,False,229
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.527452+00:00,1,0.00,2021-10-22 04:40:38.224209+00:00,False,230
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.540143+00:00,1,0.00,2021-10-22 04:40:38.321944+00:00,False,231
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.557763+00:00,1,0.00,2021-10-22 04:40:38.427689+00:00,False,232
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.568708+00:00,1,0.00,2021-10-22 04:40:38.525766+00:00,False,233
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.580965+00:00,1,0.00,2021-10-22 04:40:38.622864+00:00,False,234
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.592320+00:00,1,0.00,2021-10-22 04:40:38.726398+00:00,False,235
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.604985+00:00,1,0.00,2021-10-22 04:40:38.825124+00:00,False,236
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.616021+00:00,1,0.00,2021-10-22 04:40:38.924013+00:00,False,237
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.628287+00:00,1,0.00,2021-10-22 04:40:39.017145+00:00,False,238
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.642446+00:00,1,0.00,2021-10-22 04:40:39.223297+00:00,False,239
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.653766+00:00,1,0.00,2021-10-22 04:40:39.340904+00:00,False,240
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.664898+00:00,1,0.00,2021-10-22 04:40:39.439369+00:00,False,241
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.683071+00:00,1,0.00,2021-10-22 04:40:39.531905+00:00,False,242
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.697324+00:00,1,0.00,2021-10-22 04:40:39.633400+00:00,False,243
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.708765+00:00,1,0.00,2021-10-22 04:40:39.737454+00:00,False,244
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.723321+00:00,1,0.00,2021-10-22 04:40:39.839531+00:00,False,245
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.736471+00:00,1,0.00,2021-10-22 04:40:39.938961+00:00,False,246
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.749290+00:00,1,0.00,2021-10-22 04:40:40.036162+00:00,False,247
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.761489+00:00,1,0.00,2021-10-22 04:40:40.138664+00:00,False,248
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.772365+00:00,1,0.00,2021-10-22 04:40:40.234435+00:00,False,249
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.784701+00:00,1,0.00,2021-10-22 04:40:40.336235+00:00,False,250
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.797935+00:00,1,0.00,2021-10-22 04:40:40.439615+00:00,False,251
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.809028+00:00,1,0.00,2021-10-22 04:40:40.546111+00:00,False,252
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.820103+00:00,1,0.00,2021-10-22 04:40:40.646462+00:00,False,253
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.832369+00:00,1,0.00,2021-10-22 04:40:40.738793+00:00,False,254
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.844942+00:00,1,0.00,2021-10-22 04:40:40.835881+00:00,False,255
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.857425+00:00,1,0.00,2021-10-22 04:40:40.939303+00:00,False,256
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.869053+00:00,1,0.00,2021-10-22 04:40:41.040632+00:00,False,257
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.880206+00:00,1,0.00,2021-10-22 04:40:41.142027+00:00,False,258
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.892696+00:00,1,0.00,2021-10-22 04:40:41.241069+00:00,False,259
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.909300+00:00,1,0.00,2021-10-22 04:40:41.356094+00:00,False,260
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.920328+00:00,1,0.00,2021-10-22 04:40:41.453715+00:00,False,261
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.932854+00:00,1,0.00,2021-10-22 04:40:41.550720+00:00,False,262
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.945315+00:00,1,0.00,2021-10-22 04:40:41.647551+00:00,False,263
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.957074+00:00,1,0.00,2021-10-22 04:40:41.745183+00:00,False,264
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.968048+00:00,1,0.00,2021-10-22 04:40:41.843680+00:00,False,265
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.980319+00:00,1,0.00,2021-10-22 04:40:41.947684+00:00,False,266
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:14.998882+00:00,1,0.00,2021-10-22 04:40:42.071825+00:00,False,267
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:15.009993+00:00,1,0.00,2021-10-22 04:40:42.180196+00:00,False,268
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.243291+00:00,1,0.00,2021-10-22 04:40:42.286040+00:00,False,269
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.260447+00:00,1,0.00,2021-10-22 04:40:42.400468+00:00,False,270
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.272689+00:00,1,0.00,2021-10-22 04:40:42.507831+00:00,False,271
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.285273+00:00,1,0.00,2021-10-22 04:40:42.612103+00:00,False,272
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.300116+00:00,1,0.00,2021-10-22 04:40:42.714149+00:00,False,273
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.312823+00:00,1,0.00,2021-10-22 04:40:42.816331+00:00,False,274
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.325201+00:00,1,0.00,2021-10-22 04:40:42.921380+00:00,False,275
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.336407+00:00,1,0.00,2021-10-22 04:40:43.021758+00:00,False,276
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.348825+00:00,1,0.00,2021-10-22 04:40:43.119609+00:00,False,277
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.362463+00:00,1,0.00,2021-10-22 04:40:43.228928+00:00,False,278
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.374756+00:00,1,0.00,2021-10-22 04:40:43.331346+00:00,False,279
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.388237+00:00,1,0.00,2021-10-22 04:40:43.428810+00:00,False,280
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.400865+00:00,1,0.00,2021-10-22 04:40:43.528734+00:00,False,281
test,tester,hhhhhhhhhhhhhhhh,gtechmedia840@gmail.com,4703570000,2021-10-20,0.00,2021-10-20 17:58:21.413084+00:00,1,0.00,2021-10-22 04:40:43.646072+00:00,False,282
